====== H (10) into Layer 1                      =======
        SRIM-2013.00
==========================================
    Ion and Target VACANCY production     
  See SRIM Outputs\TDATA.txt for calc. details
==========================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt for calculation data
 Ion    =  H   Energy = 4500 keV
============= TARGET MATERIAL ======================================
Layer  1 : Layer 1
Layer Width =     4.E+06 A ;
  Layer # 1- Density = 4.976E22 atoms/cm3 = 2.321 g/cm3
  Layer # 1- Si = 100  Atomic Percent = 100  Mass Percent
====================================================================
 Total Ions calculated =46009.00
 Total Target Vacancies     = 56 /Ion

==========================================================
  Table Units are  >>>> Vacancies/(Angstrom-Ion)  <<<<  
==========================================================
   TARGET     VACANCIES     VACANCIES 
   DEPTH         by            by     
   (Ang.)       IONS         RECOILS  
-----------  -----------  ------------
400000.E-01  1773.02E-09  4215.30E-09  
800000.E-01  2505.49E-09  5671.09E-09  
120000.E+00  3045.06E-09  7495.02E-09  
160000.E+00  3073.31E-09  6682.82E-09  
200000.E+00  3137.43E-09  8285.07E-09  
240000.E+00  3196.11E-09  1058.27E-08  
280000.E+00  3215.68E-09  9071.98E-09  
320000.E+00  3203.18E-09  7284.95E-09  
360000.E+00  3351.52E-09  7829.69E-09  
400000.E+00  3429.76E-09  1078.06E-08  
440000.E+00  3481.38E-09  1019.24E-08  
480000.E+00  3472.69E-09  1314.95E-08  
520000.E+00  3575.39E-09  1007.71E-08  
560000.E+00  3610.71E-09  1160.39E-08  
600000.E+00  3627.01E-09  1212.63E-08  
640000.E+00  3790.56E-09  1021.71E-08  
680000.E+00  3856.85E-09  1399.82E-08  
720000.E+00  3898.69E-09  1118.33E-08  
760000.E+00  4007.91E-09  8150.12E-09  
800000.E+00  4098.65E-09  1007.32E-08  
840000.E+00  4171.47E-09  1143.46E-08  
880000.E+00  4296.44E-09  1127.29E-08  
920000.E+00  4434.46E-09  8556.52E-09  
960000.E+00  4633.88E-09  1167.19E-08  
100000.E+01  4661.59E-09  1175.25E-08  
104000.E+01  4815.36E-09  1009.91E-08  
108000.E+01  4891.43E-09  1324.65E-08  
112000.E+01  5103.89E-09  1151.38E-08  
116000.E+01  5262.56E-09  1202.98E-08  
120000.E+01  5538.05E-09  1590.80E-08  
124000.E+01  5702.69E-09  1348.11E-08  
128000.E+01  6008.61E-09  1519.81E-08  
132000.E+01  6291.70E-09  1404.77E-08  
136000.E+01  6553.61E-09  1628.56E-08  
140000.E+01  6912.23E-09  1750.63E-08  
144000.E+01  7415.94E-09  1745.37E-08  
148000.E+01  7820.75E-09  1618.07E-08  
152000.E+01  8552.13E-09  1863.67E-08  
156000.E+01  9381.86E-09  2407.19E-08  
160000.E+01  1038.71E-08  2467.88E-08  
164000.E+01  1155.26E-08  2799.86E-08  
168000.E+01  1346.58E-08  3016.32E-08  
172000.E+01  1657.72E-08  4297.29E-08  
176000.E+01  2446.70E-08  5167.21E-08  
180000.E+01  5901.02E-08  9287.92E-08  
184000.E+01  1051.97E-07  1241.81E-07  
188000.E+01  5470.29E-08  5552.63E-08  
192000.E+01  6410.70E-09  5891.71E-09  
196000.E+01  1760.53E-10  1704.58E-10  
200000.E+01  0000.00E+00  0000.00E+00  
204000.E+01  0000.00E+00  0000.00E+00  
208000.E+01  0000.00E+00  0000.00E+00  
212000.E+01  0000.00E+00  0000.00E+00  
216000.E+01  0000.00E+00  0000.00E+00  
220000.E+01  0000.00E+00  0000.00E+00  
224000.E+01  0000.00E+00  0000.00E+00  
228000.E+01  0000.00E+00  0000.00E+00  
232000.E+01  0000.00E+00  0000.00E+00  
